epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
28,0.8878571414947509,0.26639156188283647,0.001,0.8720000147819519,0.27884444534778596
29,0.8854285689762661,0.27083908302443366,0.001,0.8859999918937683,0.2691043710708618
30,0.8858571423803057,0.271541263290814,0.001,0.8980000114440918,0.2594536417722702
31,0.8912857127189636,0.2654185575246811,0.001,0.8920000147819519,0.25844094038009646
32,0.8944285661833626,0.252179811171123,0.001,0.8940000200271606,0.26809505105018616
33,0.9015714250292097,0.23196744220597404,0.0003162278,0.9119999885559082,0.23660918831825256
34,0.90485714333398,0.22922839062554495,0.0003162278,0.9019999885559082,0.24141211271286012
35,0.9062857011386326,0.21634322779519216,0.0003162278,0.9079999923706055,0.24772711992263793
36,0.9089999920981271,0.2187010268654142,0.0003162278,0.9020000076293946,0.25263175725936887
37,0.9104285625049046,0.21248613357543944,0.0003162278,0.9080000305175782,0.2513263601064682
38,0.9077142800603594,0.22110078981944492,0.0003162278,0.9080000305175782,0.2461154752969742
39,0.9189999965259007,0.20058957159519195,0.000100000005,0.9080000114440918,0.24436093926429747
40,0.9099999942098345,0.21003383023398264,0.000100000005,0.904000015258789,0.2440529930591583
41,0.9154285659108843,0.20622157956872667,0.000100000005,0.9020000076293946,0.25618502020835876
42,0.9155714184897287,0.2014302134513855,0.000100000005,0.9120000076293945,0.2391322535276413
43,0.9147142723628453,0.2019637099334172,0.000100000005,0.9180000114440918,0.23721805036067964
44,0.9154285618237087,0.198645504117012,3.1622778e-05,0.9140000343322754,0.24144764721393586
45,0.9181428459712437,0.19570001755441938,3.1622778e-05,0.9080000114440918,0.24388039290904998
46,0.9244285709517343,0.18611770255225046,3.1622778e-05,0.9060000228881836,0.24663171112537385
47,0.9164285632542202,0.19578601104872567,3.1622778e-05,0.904000015258789,0.24276698112487793
48,0.9152857089042663,0.1982290588106428,3.1622778e-05,0.9060000228881836,0.2470778715610504
49,0.9195714177404131,0.19083557069301604,1.0000001e-05,0.9060000419616699,0.24760606288909912
50,0.9165714185578483,0.19703005271298546,1.0000001e-05,0.9060000419616699,0.2461422288417816
51,0.9174285694531032,0.19755848867552622,1.0000001e-05,0.9060000419616699,0.24684245586395265
52,0.9189999822207859,0.19210200948374612,1.0000001e-05,0.9040000343322754,0.24818258762359618
53,0.9187142767224993,0.19102047332695551,1.0000001e-05,0.9060000419616699,0.24673841893672943
54,0.9157142778805324,0.19655370124748775,3.1622778e-06,0.9040000343322754,0.2462560099363327
55,0.9139999880109515,0.20511182504040854,3.1622778e-06,0.9040000343322754,0.2461273056268692
56,0.9202857089042663,0.19083095380238124,3.1622778e-06,0.9060000419616699,0.2463913369178772
57,0.918999993119921,0.1913152277469635,3.1622778e-06,0.906000018119812,0.246303728222847
58,0.9154285597801208,0.19551961175033025,3.1622778e-06,0.9060000419616699,0.24683723390102386
59,0.9191428484235491,0.1887911820411682,1.0000001e-06,0.9060000419616699,0.24695037305355072
60,0.9162857093129839,0.19646411069801875,1.0000001e-06,0.9060000419616699,0.24704263508319854
61,0.9222857104028974,0.19353627937180656,1.0000001e-06,0.9060000419616699,0.24701218366622923
62,0.9182857094492232,0.18941532450062887,1.0000001e-06,0.9060000419616699,0.24725449621677398
63,0.923571423462459,0.18762546803270067,1.0000001e-06,0.9060000419616699,0.24736180901527405
64,0.9171428530556816,0.19457681613309044,5e-07,0.9060000419616699,0.24728718340396882
65,0.917285703590938,0.19625694155693055,5e-07,0.9060000419616699,0.24735576152801514
66,0.9191428521701268,0.19063762766974313,5e-07,0.9060000419616699,0.24728919625282286
67,0.9201428464480809,0.19247023028986796,5e-07,0.9060000419616699,0.24726209342479705
68,0.9202857095854623,0.19841346962111336,5e-07,0.9060000419616699,0.24731665432453157
69,0.9179999961171832,0.19441733692373547,5e-07,0.9060000419616699,0.24737283647060393
70,0.9194285614149911,0.19553536176681519,5e-07,0.9060000419616699,0.24746879875659944
71,0.918857137135097,0.19518602043390273,5e-07,0.9060000419616699,0.24737083673477173
72,0.9208571382931301,0.1922895984990256,5e-07,0.9060000419616699,0.24724109292030336
73,0.9232857077462333,0.19385839658124107,5e-07,0.9060000419616699,0.24708088219165802
74,0.9185714146069118,0.19596947431564332,5e-07,0.9060000419616699,0.24701522648334504
75,0.9151428508758545,0.1933715500150408,5e-07,0.9060000419616699,0.24701890587806702
76,0.9187142767224993,0.1908452621102333,5e-07,0.9060000419616699,0.24709022402763367
77,0.9192857078143528,0.18984127921717509,5e-07,0.9060000419616699,0.24711572170257567
78,0.925571415424347,0.18711808826242174,5e-07,0.9060000419616699,0.2471717983484268
79,0.9185714244842529,0.1947393478666033,5e-07,0.9060000419616699,0.24716782748699187
80,0.9178571363857814,0.19538366215569633,5e-07,0.9060000419616699,0.24711230099201204
81,0.9212857059070042,0.19334981492587497,5e-07,0.9060000419616699,0.24695935666561128
82,0.9182857118334089,0.1960290106705257,5e-07,0.906000018119812,0.2468872708082199
83,0.9161428478785923,0.19869490461690084,5e-07,0.9060000419616699,0.24688409745693207
84,0.9199999904632569,0.190503973535129,5e-07,0.9060000419616699,0.24685713708400725
85,0.9171428533962794,0.19772890976497104,5e-07,0.9060000419616699,0.24678142845630646
86,0.9184285589626857,0.19314302708421435,5e-07,0.9060000419616699,0.2467291361093521
87,0.9232857050214495,0.19390989916665213,5e-07,0.9060000419616699,0.24670131921768187
88,0.9165714168548584,0.19268898035798754,5e-07,0.9060000419616699,0.2467842173576355
89,0.9167142827170236,0.1940768472637449,5e-07,0.9060000419616699,0.24680217385292053
90,0.9169999957084656,0.19422558563096182,5e-07,0.9060000419616699,0.24674227595329284
91,0.9164285591670445,0.19575082293578558,5e-07,0.9060000419616699,0.24671786427497863
92,0.915714281967708,0.2008074906894139,5e-07,0.9060000419616699,0.2466207128763199
93,0.9184285637310573,0.19364651569298336,5e-07,0.9060000419616699,0.24664392828941345
94,0.9175714182853699,0.20152397530419486,5e-07,0.9060000419616699,0.24667614579200745
95,0.9204285597801208,0.19327712212290082,5e-07,0.9060000419616699,0.24654558479785918
96,0.9164285629136222,0.2002149786267962,5e-07,0.9060000419616699,0.24662444591522217
97,0.9185714146069118,0.18973339200019837,5e-07,0.9060000419616699,0.24658337533473967
98,0.9182857114928109,0.20098980597087315,5e-07,0.9060000419616699,0.246524316072464
99,0.9214285608700343,0.1909400795187269,5e-07,0.9060000419616699,0.24650945007801056

