epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.7527143011774335,0.5460182860919407,0.001,0.796000018119812,0.43712329626083374
1,0.809714298588889,0.4264870023727417,0.001,0.8059999918937684,0.3998655700683594
2,0.8280000070163182,0.39345334785325187,0.001,0.8100000143051147,0.3858555054664612
3,0.831428577218737,0.3997117395060403,0.001,0.8100000047683715,0.40220619201660157
4,0.8402857238905771,0.3670076617172786,0.001,0.82400000333786,0.3558900392055511
5,0.8427142878941127,0.3672251103605543,0.001,0.849999976158142,0.3420295214653015
6,0.844857144015176,0.35859581453459605,0.001,0.8459999990463257,0.33180645942687986
7,0.8500000040871757,0.3506575342587062,0.001,0.8260000348091125,0.3520805406570435
8,0.8442857197352818,0.35777690052986144,0.001,0.8699999856948852,0.3281477916240692
9,0.851857145854405,0.3484196593080248,0.001,0.8600000143051147,0.3435794484615326
10,0.8575714216913496,0.33951980641910007,0.001,0.8579999685287476,0.3270128643512726
11,0.859571431023734,0.32558091589382715,0.001,0.8679999804496765,0.30819875419139864
12,0.8628571346827916,0.3341534721851349,0.001,0.8679999876022338,0.30932814717292784
13,0.8649999959128244,0.3125173416307994,0.001,0.872000002861023,0.2912288439273834
14,0.8680000036103385,0.3150234488078526,0.001,0.8740000200271606,0.29301551938056947
15,0.8668571441514151,0.3169469094276428,0.001,0.8660000085830688,0.28671294927597046
16,0.8760000014305115,0.30358588218688964,0.001,0.8780000162124634,0.29036701679229737
17,0.873285710471017,0.3035483034167971,0.001,0.8740000033378601,0.2911315476894379
18,0.8778571309362139,0.2931514569691249,0.001,0.882000002861023,0.28263495564460756
19,0.8761428587777274,0.29921060374804903,0.001,0.8720000147819519,0.2810799551010132
20,0.8777142838069371,0.2948371752670833,0.001,0.8859999990463256,0.2777835154533386
21,0.8781428612981523,0.29455790051392144,0.001,0.8740000224113464,0.29740662455558775
22,0.8792857156481062,0.2912843913691384,0.001,0.8719999837875366,0.28836954534053805
23,0.8788571388380868,0.2803947024685996,0.001,0.88,0.2820495915412903
24,0.8824285714966911,0.2795796010323933,0.001,0.9000000309944153,0.26779451727867126
25,0.8835714214188712,0.28693189876420155,0.001,0.8700000071525573,0.3272897267341614
26,0.8725714230537415,0.28942942006247385,0.001,0.8840000033378601,0.2906606888771057
27,0.8855714293888637,0.27457575798034667,0.001,0.9159999847412109,0.24848760902881623
