epoch,valAll,trainAll,valAtLeastOne,trainAtLeastOne
0,0.07,0.04357142857142857,0.06999999999999995,0.043571428571428594
1,0.19,0.19357142857142856,0.22999999999999998,0.23857142857142855
2,0.2,0.26357142857142857,0.31999999999999995,0.3907142857142857
3,0.34,0.415,0.44000000000000006,0.5635714285714286
4,0.36,0.4692857142857143,0.53,0.6321428571428571
5,0.41,0.5071428571428571,0.62,0.6757142857142857
6,0.4,0.4707142857142857,0.5800000000000001,0.6414285714285715
7,0.47,0.5107142857142857,0.66,0.6885714285714286
8,0.41,0.4957142857142857,0.5700000000000001,0.6307142857142857
9,0.44,0.5371428571428571,0.63,0.715
10,0.48,0.5442857142857143,0.64,0.6685714285714286
11,0.48,0.5364285714285715,0.65,0.705
12,0.45,0.55,0.63,0.6907142857142857
13,0.49,0.5421428571428571,0.6799999999999999,0.7164285714285714
14,0.4,0.515,0.57,0.7007142857142856
15,0.46,0.555,0.65,0.7478571428571429
16,0.43,0.5278571428571428,0.62,0.6878571428571428
17,0.54,0.5614285714285714,0.74,0.7278571428571429
18,0.53,0.5921428571428572,0.74,0.7628571428571429
19,0.48,0.5678571428571428,0.6799999999999999,0.7421428571428572
20,0.52,0.5921428571428572,0.6799999999999999,0.7464285714285714
21,0.5,0.5914285714285714,0.6900000000000001,0.7442857142857143
22,0.52,0.6071428571428571,0.73,0.7685714285714285
23,0.55,0.6185714285714285,0.75,0.7757142857142858
24,0.49,0.6064285714285714,0.6900000000000001,0.7614285714285713
25,0.57,0.6314285714285715,0.76,0.7807142857142857
26,0.57,0.6307142857142857,0.74,0.7771428571428571
27,0.56,0.6407142857142857,0.71,0.7514285714285714
28,0.53,0.6471428571428571,0.6900000000000001,0.7949999999999999
29,0.61,0.6578571428571428,0.74,0.77
30,0.58,0.66,0.7100000000000001,0.7757142857142857
31,0.61,0.6664285714285715,0.76,0.8035714285714286
32,0.62,0.675,0.79,0.8107142857142857
33,0.63,0.6757142857142857,0.79,0.8049999999999999
34,0.65,0.6742857142857143,0.8300000000000001,0.8214285714285715
35,0.59,0.6642857142857143,0.76,0.8035714285714285
36,0.66,0.6814285714285714,0.81,0.8078571428571428
37,0.64,0.69,0.8,0.8157142857142857
38,0.6,0.6842857142857143,0.73,0.8014285714285714
39,0.61,0.6864285714285714,0.79,0.8264285714285714
40,0.63,0.6935714285714286,0.81,0.835
41,0.64,0.6985714285714286,0.81,0.8264285714285714
42,0.62,0.6892857142857143,0.8,0.8221428571428571
43,0.64,0.6964285714285714,0.8,0.8264285714285714
44,0.62,0.7014285714285714,0.78,0.8321428571428571
45,0.65,0.7042857142857143,0.81,0.8342857142857143
46,0.64,0.7014285714285714,0.78,0.8221428571428571
47,0.65,0.7071428571428572,0.79,0.8307142857142857
48,0.63,0.7092857142857143,0.79,0.8328571428571429
49,0.65,0.6978571428571428,0.8,0.825
50,0.62,0.7028571428571428,0.78,0.8342857142857143
51,0.62,0.6957142857142857,0.78,0.8185714285714286
52,0.66,0.7178571428571429,0.81,0.8385714285714285
53,0.64,0.7192857142857143,0.8,0.8378571428571429
54,0.65,0.71,0.8,0.8328571428571429
55,0.64,0.7185714285714285,0.79,0.8414285714285714
56,0.63,0.7171428571428572,0.77,0.8392857142857143
57,0.63,0.7121428571428572,0.77,0.8357142857142857
58,0.65,0.715,0.79,0.8342857142857143
59,0.65,0.7164285714285714,0.79,0.8350000000000001
60,0.65,0.7157142857142857,0.79,0.8357142857142857
61,0.65,0.7164285714285714,0.79,0.8364285714285714
62,0.65,0.7185714285714285,0.79,0.8357142857142857
63,0.65,0.7207142857142858,0.79,0.8414285714285714
64,0.65,0.7178571428571429,0.79,0.8385714285714285
65,0.65,0.7171428571428572,0.79,0.8392857142857143
66,0.65,0.7171428571428572,0.79,0.8378571428571429
67,0.65,0.7178571428571429,0.79,0.8385714285714285
68,0.65,0.7178571428571429,0.79,0.8378571428571429
69,0.65,0.7171428571428572,0.79,0.8371428571428572
70,0.65,0.7171428571428572,0.79,0.8371428571428572
71,0.65,0.7171428571428572,0.79,0.8364285714285714
72,0.65,0.7178571428571429,0.79,0.8364285714285714
73,0.65,0.7171428571428572,0.79,0.8364285714285714
74,0.65,0.7185714285714285,0.79,0.8371428571428572
75,0.65,0.7178571428571429,0.79,0.8364285714285714
76,0.65,0.7178571428571429,0.79,0.8364285714285714
77,0.65,0.7171428571428572,0.79,0.8364285714285714
78,0.65,0.7178571428571429,0.79,0.8364285714285714
79,0.65,0.7178571428571429,0.79,0.8364285714285714
80,0.65,0.7178571428571429,0.79,0.8364285714285714
81,0.65,0.7178571428571429,0.79,0.8364285714285714
82,0.65,0.7171428571428572,0.79,0.8364285714285714
83,0.65,0.7185714285714285,0.79,0.8364285714285714
84,0.65,0.7178571428571429,0.79,0.8364285714285714
85,0.65,0.7178571428571429,0.79,0.8364285714285714
86,0.65,0.7178571428571429,0.79,0.8364285714285714
87,0.65,0.7178571428571429,0.79,0.8364285714285714
88,0.65,0.7171428571428572,0.79,0.8357142857142857
89,0.65,0.7171428571428572,0.79,0.8357142857142857
90,0.65,0.7164285714285714,0.79,0.8357142857142857
91,0.65,0.7164285714285714,0.79,0.8364285714285715
92,0.65,0.7164285714285714,0.79,0.8364285714285714
93,0.65,0.7164285714285714,0.79,0.8364285714285714
94,0.65,0.7157142857142857,0.79,0.8364285714285714
95,0.65,0.7164285714285714,0.79,0.8364285714285714
96,0.65,0.7157142857142857,0.79,0.8357142857142857
97,0.65,0.7157142857142857,0.79,0.8350000000000001
98,0.65,0.7157142857142857,0.79,0.8350000000000001
99,0.65,0.7157142857142857,0.79,0.8357142857142857
