epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.7192857388087681,0.9268873885699681,0.001,0.7620000004768371,0.5377047276496887
1,0.7650000163487025,0.5244830570902144,0.001,0.7840000081062317,0.47370500564575196
2,0.7862857256616865,0.47215814454214916,0.001,0.7780000114440918,0.4505243718624115
3,0.8021428724697658,0.4371237897872925,0.001,0.8000000452995301,0.3970021343231201
4,0.8070000113759722,0.4254816775662558,0.001,0.8159999990463257,0.38213554382324216
5,0.8152857184410095,0.4094894393852779,0.001,0.8280000066757203,0.3804390668869019
6,0.8272857172148568,0.38903656329427444,0.001,0.8220000219345093,0.37050934791564943
7,0.8252857208251954,0.3851426637172699,0.001,0.842000002861023,0.3515412950515747
8,0.8290000029972622,0.38203939659254893,0.001,0.8300000047683715,0.36119547605514524
9,0.8312857208933149,0.3711926693575723,0.001,0.8480000185966492,0.3408432388305664
10,0.8475714394024441,0.35686994535582406,0.001,0.8479999995231629,0.3335820007324219
11,0.8394285695893424,0.36289362720080787,0.001,0.8480000185966492,0.3300441241264343
12,0.8492857125827245,0.3572495128427233,0.001,0.8520000147819519,0.3288549208641052
13,0.8490000043596541,0.35440290451049805,0.001,0.852000002861023,0.3372561597824097
14,0.8478571377481733,0.3521247398853302,0.001,0.8320000314712525,0.3386364197731018
15,0.8454285795348031,0.347781594651086,0.001,0.8439999914169312,0.32824416399002077
16,0.8468571431296212,0.3489665801184518,0.001,0.8339999961853027,0.34749598026275635
17,0.8467142782892499,0.35224631599017553,0.001,0.8740000009536744,0.31027655363082884
18,0.8565714342253549,0.33335949659347536,0.001,0.8679999923706054,0.30143858551979064
19,0.85485714333398,0.3393185402665819,0.001,0.8579999876022338,0.3216454815864563
20,0.8581428640229362,0.3287669917515346,0.001,0.8620000314712525,0.28807326912879944
21,0.8555714270046779,0.33156045930726186,0.001,0.8600000238418579,0.3046648490428925
22,0.8624285680907113,0.325452652488436,0.001,0.872000002861023,0.29263038754463194
23,0.870285712650844,0.30896354743412563,0.001,0.8760000371932983,0.2707559108734131
24,0.8685714227812631,0.3124660701411111,0.001,0.862000002861023,0.3009228527545929
25,0.8658571294375829,0.3118507077012743,0.001,0.8900000143051148,0.2652399080991745
26,0.8709999932561602,0.30815526638712204,0.001,0.8819999837875366,0.27398807287216187
27,0.8682857203483582,0.3039416103703635,0.001,0.8740000033378601,0.27954052567481996
28,0.8697142778124128,0.3137130653858185,0.001,0.8660000085830688,0.280240957736969
29,0.8704285638672965,0.30602222510746546,0.001,0.889999988079071,0.27109562397003173
30,0.8788571344103132,0.2906024859632765,0.001,0.874000015258789,0.26946680903434755
31,0.8777142773355756,0.28596370782170977,0.0003162278,0.8959999990463257,0.2522659265995026
32,0.8828571445601328,0.2700564246518271,0.0003162278,0.8920000147819519,0.24003746032714843
33,0.8849999959128244,0.26739134464945113,0.0003162278,0.8959999918937683,0.24785009384155274
34,0.8829999937329973,0.27010997091020855,0.0003162278,0.9059999918937683,0.22950172007083894
35,0.8877142834663391,0.26450533849852426,0.0003162278,0.8899999952316284,0.25361252784729005
36,0.8874285640035356,0.26360235469681875,0.0003162278,0.9080000114440918,0.24008412897586823
37,0.8912857137407575,0.26690104629312245,0.0003162278,0.9039999961853027,0.24474116921424866
38,0.8902857099260603,0.2573754230567387,0.0003162278,0.8880000066757202,0.2553006589412689
39,0.8905714181491307,0.2679172566958836,0.0003162278,0.8859999990463256,0.23978912353515625
40,0.896714288166591,0.24992923072406223,0.000100000005,0.899999988079071,0.23051121056079865
41,0.896285708631788,0.25061825207301547,0.000100000005,0.9019999837875367,0.22553282022476195
42,0.8951428495134626,0.24995249765259878,0.000100000005,0.8979999876022339,0.23487836956977845
43,0.8948571392468043,0.2439062365463802,0.000100000005,0.8999999952316284,0.23229257822036742
44,0.8984285637310573,0.23768197860036577,0.000100000005,0.8979999876022339,0.2268301898241043
45,0.8982857121740069,0.24611234324319023,0.000100000005,0.9020000219345092,0.22368987798690795
46,0.8981428459712437,0.23987911445753915,0.000100000005,0.9000000143051148,0.22987398624420166
47,0.8984285722460066,0.24353249856403897,0.000100000005,0.9040000104904174,0.2272060024738312
48,0.8975714261191232,0.2413503703049251,0.000100000005,0.9040000224113465,0.22263044893741607
49,0.8999999867166791,0.24307276044573103,0.000100000005,0.9039999914169311,0.22954360842704774
50,0.894571418421609,0.24896935292652675,0.000100000005,0.8999999952316284,0.23457740426063536
51,0.896428564276014,0.2469127528156553,0.000100000005,0.902000002861023,0.23624107718467713
52,0.9004285648890904,0.2365808343887329,0.000100000005,0.9119999647140503,0.22695370852947236
53,0.8991428474017552,0.23808231813567024,0.000100000005,0.9040000104904174,0.22408789813518523
54,0.9028571322986058,0.23789812649999345,3.1622778e-05,0.9020000219345092,0.22828844487667083
55,0.9037142702511378,0.23165495089122226,3.1622778e-05,0.9040000104904174,0.22701110541820527
56,0.8965714185578483,0.24406247547694615,3.1622778e-05,0.902000002861023,0.2269858694076538
57,0.897428560256958,0.24049099121774947,3.1622778e-05,0.8999999952316284,0.22757277846336366
58,0.9034285684994289,0.23888683693749563,3.1622778e-05,0.906000018119812,0.22589167177677155
59,0.8984285613468715,0.2369842676605497,1.0000001e-05,0.906000018119812,0.22522535026073456
60,0.9032857183047703,0.23260326044900076,1.0000001e-05,0.906000018119812,0.2247759222984314
61,0.8987142791066851,0.2343572120155607,1.0000001e-05,0.906000018119812,0.22463566660881043
62,0.9031428459712437,0.2307468057530267,1.0000001e-05,0.906000018119812,0.2264356243610382
63,0.9027142766543798,0.23312875040939876,1.0000001e-05,0.906000018119812,0.22527470648288728
64,0.8971428445407322,0.23621201174599785,3.1622778e-06,0.906000018119812,0.22549293160438538
65,0.9004285679544721,0.2339314890759332,3.1622778e-06,0.906000018119812,0.22582859218120574
66,0.9021428554398673,0.2320146335874285,3.1622778e-06,0.906000018119812,0.22534094035625457
67,0.9035714272090367,0.23091931555952344,3.1622778e-06,0.906000018119812,0.22511848032474518
68,0.90014285666602,0.23546670147350857,3.1622778e-06,0.906000018119812,0.2252501952648163
69,0.9039999910763332,0.23159625504698073,1.0000001e-06,0.906000018119812,0.22515988647937774
70,0.9021428533962794,0.23217221992356438,1.0000001e-06,0.906000018119812,0.22531580328941345
71,0.9022857097217015,0.23740026823111943,1.0000001e-06,0.906000018119812,0.22537404119968416
72,0.9039999924387251,0.234807602422578,1.0000001e-06,0.906000018119812,0.22538644671440125
73,0.9002857082230704,0.23664133097444262,1.0000001e-06,0.906000018119812,0.22529980719089507
74,0.9011428533281599,0.23716292125838143,5e-07,0.906000018119812,0.22538667738437654
75,0.90171427828925,0.22900476958070481,5e-07,0.906000018119812,0.22534222960472106
76,0.9015714223044259,0.22819098847252983,5e-07,0.906000018119812,0.22533177495002746
77,0.899857142652784,0.2328274359021868,5e-07,0.906000018119812,0.22524604678153992
78,0.8997142764500209,0.23735236636229923,5e-07,0.906000018119812,0.22524347007274628
79,0.9007142846924918,0.2394937915461404,5e-07,0.906000018119812,0.22520545423030852
80,0.9021428465843201,0.2341488369022097,5e-07,0.906000018119812,0.22517974734306334
81,0.9002857041358948,0.23834378157343183,5e-07,0.906000018119812,0.22514488577842712
82,0.9075714206695557,0.23033871233463288,5e-07,0.906000018119812,0.2250111562013626
83,0.9011428448132106,0.2340931965623583,5e-07,0.906000018119812,0.22502048909664155
84,0.8999999908038548,0.2354410662821361,5e-07,0.906000018119812,0.2250235778093338
85,0.9041428514889308,0.2319094156367438,5e-07,0.906000018119812,0.2249774718284607
86,0.9019999994550433,0.23336765229701995,5e-07,0.906000018119812,0.2249366521835327
87,0.8982857128552028,0.2391738076720919,5e-07,0.906000018119812,0.22498371541500092
88,0.9032857128552028,0.2355153982128416,5e-07,0.906000018119812,0.22494895458221437
89,0.9021428598676409,0.23576766916683742,5e-07,0.906000018119812,0.22491652607917786
90,0.9019999882153102,0.23541082543986183,5e-07,0.906000018119812,0.22479691743850708
91,0.9030000002043588,0.22490131437778474,5e-07,0.906000018119812,0.2246064579486847
92,0.9031428463118417,0.23227382149015155,5e-07,0.906000018119812,0.22465694069862366
93,0.9019999953678676,0.2323199475663049,5e-07,0.906000018119812,0.22456954717636107
94,0.9072857097217015,0.22738480142184667,5e-07,0.906000018119812,0.2244800752401352
95,0.9044285641397749,0.2330891339268003,5e-07,0.906000018119812,0.22441420555114747
96,0.9031428510802133,0.2357479350907462,5e-07,0.906000018119812,0.22462453484535216
97,0.9061428482191903,0.2325316309928894,5e-07,0.906000018119812,0.22462959051132203
98,0.9008571355683463,0.2335586883340563,5e-07,0.906000018119812,0.22465425372123718
99,0.8961428536687579,0.23578520034040723,5e-07,0.906000018119812,0.22462353706359864
